Location,GROUP_ID,Sample_Type,SAMPLE_DATE,Year,Coupon_Date_Install,Coupon_Date_Pulled,Days_Installed,Coupon_Number,MPY,Corr_Inhib_Residual_PPM,BA_SRB_Bottle_Turn,BA_APB_Bottle_Turn,Biocide Residual
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,4/23/2015,2015,10/28/2014,4/23/2015,177,D3095,0.04,,,,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,4/23/2015,2015,,,,,,,6,6,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,4/23/2015,2015,,,,,,,,,37.8
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,4/23/2015,2015,1/23/2015,4/23/2015,90,D2932,0.42,,,,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,4/23/2015,2015,,,,,,,5,5,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,4/23/2015,2015,,,,,,,,,30.5
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Corrosion Coupon,4/23/2015,2015,10/28/2014,4/23/2015,177,D3099,0.21,,,,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Bacteria,4/23/2015,2015,,,,,,,,,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Biocide Residual,4/23/2015,2015,,,,,,,,,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Corrosion Coupon,4/24/2015,2015,10/29/2014,4/24/2015,177,D2937,0,,,,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Bacteria,4/24/2015,2015,,,,,,,0,1,
Burrton Sta. to El Dorado Sta. receiver -WaterTrap,BURRTON-EL DORADO,Biocide Residual,4/24/2015,2015,,,,,,,,,2051
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,4/24/2015,2015,10/28/2014,4/24/2015,178,D3097,0.03,,,,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,4/24/2015,2015,,,,,,,,,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,4/24/2015,2015,,,,,,,,,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,4/24/2015,2015,10/28/2014,4/24/2015,178,D2938,0.16,,,,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Bacteria,4/24/2015,2015,,,,,,,0,2,
Haven Sta. to Schulte Jct. -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,4/24/2015,2015,,,,,,,,,2180
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Corrosion Coupon,4/24/2015,2015,10/28/2014,4/24/2015,178,D3098,0.03,,,,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Bacteria,4/24/2015,2015,,,,,,,0,2,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Biocide Residual,4/24/2015,2015,,,,,,,,,2139
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Corrosion Coupon,4/24/2015,2015,10/28/2014,4/24/2015,178,D2920,0.01,,,,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Bacteria,4/24/2015,2015,,,,,,,,,
Schulte Jct. to Wichita Station -WaterTrap,KANSAS - OKLAHOMA,Biocide Residual,4/24/2015,2015,,,,,,,,,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Corrosion Coupon,4/30/2015,2015,10/14/2014,4/30/2015,198,D3166,8.3,,,,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Bacteria,4/30/2015,2015,,,,,,,3,4,
"Arlington Jct. to Cunningham Sta., receiver -WaterTrap",ARLINGTON-CUNNINGHAM,Biocide Residual,4/30/2015,2015,,,,,,,,,26.2
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Corrosion Coupon,4/30/2015,2015,10/14/2014,4/30/2015,198,D3164,0.01,,,,
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Bacteria,4/30/2015,2015,,,,,,,4,3,
Cunningham to Isabel Jct. receiver -WaterTrap,CUNNINGHAM TO ISABEL TRUNK,Biocide Residual,4/30/2015,2015,,,,,,,,,1870
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Corrosion Coupon,4/30/2015,2015,10/14/2014,4/30/2015,198,D3167,0.05,,,,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Bacteria,4/30/2015,2015,,,,,,,3,3,
Isabel Jct. to Fleming Sta. -WaterTrap,ISABEL TO FLEMING TRUNK,Biocide Residual,4/30/2015,2015,,,,,,,,,
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Corrosion Coupon,4/30/2015,2015,10/14/2014,4/30/2015,198,D3165,0.01,,,,
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Bacteria,4/30/2015,2015,,,,,,,4,4,
Whelan Sta. to Isabel Jct. receiver -WaterTrap,WHELAN TO ISABEL TRUNK,Biocide Residual,4/30/2015,2015,,,,,,,,,37.7
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Corrosion Coupon,5/12/2015,2015,10/22/2014,5/12/2015,202,G7414,0.02,,,,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Bacteria,5/12/2015,2015,,,,,,,6,2,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Corrosion Residual,5/12/2015,2015,,,,,,27.4,,,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Biocide Residual,5/12/2015,2015,,,,,,,,,2065
Blackwell to Sheets Jct. -WaterTrap,BLACKWELL JCT TO SHEETS,Bacteria,5/12/2015,2015,,,,,,,6,1,
Blackwell to Sheets Jct. -WaterTrap,BLACKWELL JCT TO SHEETS,Corrosion Residual,5/12/2015,2015,,,,,,30.4,,,
Blackwell to Sheets Jct. -WaterTrap,BLACKWELL JCT TO SHEETS,Corrosion Coupon,5/12/2015,2015,10/22/2014,5/12/2015,202,,0.71,,,,
Blackwell to Sheets Jct. -WaterTrap,BLACKWELL JCT TO SHEETS,Biocide Residual,5/12/2015,2015,,,,,,,,,15.6
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Corrosion Coupon,5/12/2015,2015,5/22/2014,3/23/2015,305,G7190,0.02,,,,
See Sta. from Sheet Jct. -WaterTrap,SHEETS TO SEE,Corrosion Coupon,5/12/2015,2015,10/22/2014,5/12/2015,202,G7417,0.71,,,,
See Sta. from Sheet Jct. -WaterTrap,SHEETS TO SEE,Bacteria,5/12/2015,2015,,,,,,,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Corrosion Coupon,5/12/2015,2015,10/22/2014,5/12/2015,202,G7420,0.23,,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Corrosion Residual,5/12/2015,2015,,,,,,15.6,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Biocide Residual,5/12/2015,2015,,,,,,,,,375
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Coupon,5/12/2015,2015,10/22/2014,5/12/2015,202,G7414,0.07,,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Bacteria,5/12/2015,2015,,,,,,,0,0,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Residual,5/12/2015,2015,,,,,,8,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Biocide Residual,5/12/2015,2015,,,,,,,,,425
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Corrosion Coupon,5/12/2015,2015,10/22/2014,5/12/2015,202,G7415,0.03,,,,
Wideawake from Kansas -WaterTrap,FLEMING - WIDE AWAKE,Bacteria,5/12/2015,2015,,,,,,,3,3,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Corrosion Coupon,9/14/2015,2015,5/12/2015,9/14/2015,125,G7789,2.98,,,,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Bacteria,9/14/2015,2015,,,,,,,4,3,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Corrosion Residual,9/14/2015,2015,,,,,,21,,,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Biocide Residual,9/14/2015,2015,,,,,,,,,7.2
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Bacteria,9/14/2015,2015,,,,,,,6,1,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Corrosion Coupon,9/14/2015,2015,5/12/2015,9/14/2015,125,G7782,0.71,,,,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Corrosion Residual,9/14/2015,2015,,,,,,23.8,,,
"Blackwell Tie-In from Kansas 4"" -WaterTrap",KANSAS - OKLAHOMA,Biocide Residual,9/14/2015,2015,,,,,,,,,5.4
Blackwell to Sheets Jct. -WaterTrap,BLACKWELL JCT TO SHEETS,Corrosion Coupon,9/14/2015,2015,5/12/2015,9/14/2015,125,G7782,0.71,,,,
Blackwell to Sheets Jct. -WaterTrap,BLACKWELL JCT TO SHEETS,Bacteria,9/14/2015,2015,,,,,,,6,1,
Blackwell to Sheets Jct. -WaterTrap,BLACKWELL JCT TO SHEETS,Corrosion Residual,9/14/2015,2015,,,,,,23.8,,,
Blackwell to Sheets Jct. -WaterTrap,BLACKWELL JCT TO SHEETS,Biocide Residual,9/14/2015,2015,,,,,,,,,5.4
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Corrosion Coupon,9/14/2015,2015,3/23/2015,9/14/2015,175,G7352,0.06,,,,
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Bacteria,9/14/2015,2015,,,,,,,3,5,
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Corrosion Residual,9/14/2015,2015,,,,,,74.5,,,
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Biocide Residual,9/14/2015,2015,,,,,,,,,94.5
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Bacteria,9/14/2015,2015,,,,,,,3,5,
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Corrosion Coupon,9/14/2015,2015,3/23/2015,9/14/2015,175,G7352,0.06,,,,
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Corrosion Residual,9/14/2015,2015,,,,,,74.5,,,
"Cushing Terminal from West 20"" -WaterTrap",SEE TO SOUTH CIMARRON JCT,Biocide Residual,9/14/2015,2015,,,,,,,,,94.5
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Corrosion Coupon,9/14/2015,2015,3/23/2015,9/14/2015,175,G7351,0,,,,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Bacteria,9/14/2015,2015,,,,,,,0,0,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Corrosion Residual,9/14/2015,2015,,,,,,36.2,,,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Biocide Residual,9/14/2015,2015,,,,,,,,,72.5
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Bacteria,9/14/2015,2015,,,,,,,0,0,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Corrosion Coupon,9/14/2015,2015,3/23/2015,9/14/2015,175,G7351,0,,,,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Corrosion Residual,9/14/2015,2015,,,,,,36.2,,,
Cushing WC 1 -WaterTrap,CUSHING TERMINAL,Biocide Residual,9/14/2015,2015,,,,,,,,,72.5
Cushing WC 2 -WaterTrap,CUSHING TERMINAL,Corrosion Coupon,9/14/2015,2015,3/23/2015,9/14/2015,175,G7830,0,,,,
Cushing WC 2 -WaterTrap,CUSHING TERMINAL,Bacteria,9/14/2015,2015,,,,,,,2,5,
Cushing WC 2 -WaterTrap,CUSHING TERMINAL,Corrosion Residual,9/14/2015,2015,,,,,,111,,,
Cushing WC 2 -WaterTrap,CUSHING TERMINAL,Biocide Residual,9/14/2015,2015,,,,,,,,,117
Cushing WC 2 -WaterTrap,CUSHING TERMINAL,Bacteria,9/14/2015,2015,,,,,,,2,5,
Cushing WC 2 -WaterTrap,CUSHING TERMINAL,Corrosion Coupon,9/14/2015,2015,3/23/2015,9/14/2015,175,G7830,0,,,,
Cushing WC 2 -WaterTrap,CUSHING TERMINAL,Corrosion Residual,9/14/2015,2015,,,,,,111,,,
Cushing WC 2 -WaterTrap,CUSHING TERMINAL,Biocide Residual,9/14/2015,2015,,,,,,,,,117
"S Cushing West 20""",CUSHING TERMINAL,Corrosion Coupon,9/14/2015,2015,6/30/2015,9/14/2015,76,G7800,0.01,,,,
"S Cushing West 20""",CUSHING TERMINAL,Bacteria,9/14/2015,2015,,,,,,,2,4,
"S Cushing West 20""",CUSHING TERMINAL,Corrosion Residual,9/14/2015,2015,,,,,,116,,,
"S Cushing West 20""",CUSHING TERMINAL,Biocide Residual,9/14/2015,2015,,,,,,,,,81.5
"S Cushing West 20""",CUSHING TERMINAL,Bacteria,9/14/2015,2015,,,,,,,2,4,
"S Cushing West 20""",CUSHING TERMINAL,Corrosion Coupon,9/14/2015,2015,6/30/2015,9/14/2015,76,G7800,0.01,,,,
"S Cushing West 20""",CUSHING TERMINAL,Corrosion Residual,9/14/2015,2015,,,,,,116,,,
"S Cushing West 20""",CUSHING TERMINAL,Biocide Residual,9/14/2015,2015,,,,,,,,,81.5
See Sta. from Sheet Jct. -WaterTrap,SHEETS TO SEE,Bacteria,9/14/2015,2015,,,,,,,4,3,
See Sta. from Sheet Jct. -WaterTrap,SHEETS TO SEE,Corrosion Coupon,9/14/2015,2015,5/12/2015,9/14/2015,125,G7789,2.98,,,,
See Sta. from Sheet Jct. -WaterTrap,SHEETS TO SEE,Corrosion Residual,9/14/2015,2015,,,,,,21,,,
See Sta. from Sheet Jct. -WaterTrap,SHEETS TO SEE,Biocide Residual,9/14/2015,2015,,,,,,,,,7.22
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Corrosion Coupon,9/14/2015,2015,5/12/2015,9/14/2015,125,G7781,0.17,,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Bacteria,9/14/2015,2015,,,,,,,2,3,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Corrosion Residual,9/14/2015,2015,,,,,,23,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Biocide Residual,9/14/2015,2015,,,,,,,,,15.6
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Bacteria,9/14/2015,2015,,,,,,,2,3,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Corrosion Coupon,9/14/2015,2015,5/12/2015,9/14/2015,125,G7781,0.17,,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Corrosion Residual,9/14/2015,2015,,,,,,23,,,
See to Cushing -WaterTrap,SEE TO SOUTH CIMARRON JCT,Biocide Residual,9/14/2015,2015,,,,,,,,,15.6
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Coupon,9/14/2015,2015,5/12/2015,9/14/2015,125,G7790,0.31,,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Bacteria,9/14/2015,2015,,,,,,,5,6,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Residual,9/14/2015,2015,,,,,,22.6,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Biocide Residual,9/14/2015,2015,,,,,,,,,5
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Bacteria,9/14/2015,2015,,,,,,,5,6,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Coupon,9/14/2015,2015,5/12/2015,9/14/2015,125,G7790,0.31,,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Corrosion Residual,9/14/2015,2015,,,,,,22.6,,,
W Ponca to Fiske -WaterTrap,WEST PONCA TO FISKE,Biocide Residual,9/14/2015,2015,,,,,,,,,5
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/21/2015,2015,7/30/2015,10/21/2015,83,D2913,8.57,,,,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/21/2015,2015,,,,,,,2,3,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/21/2015,2015,,,,,,,,,5
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/21/2015,2015,,,,,,,2,3,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/21/2015,2015,7/30/2015,10/21/2015,83,D2913,8.57,,,,
Arlington Jct. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/21/2015,2015,,,,,,,,,5
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/21/2015,2015,7/30/2015,10/21/2015,83,D2914,1.51,,,,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/21/2015,2015,,,,,,,5,5,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/21/2015,2015,,,,,,,,,6
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/21/2015,2015,,,,,,,5,5,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/21/2015,2015,7/30/2015,10/21/2015,83,D2914,1.51,,,,
Burrton Sta. to Haven Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/21/2015,2015,,,,,,,,,6.02
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2928,0.09,,,,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Bacteria,10/21/2015,2015,,,,,,,0,2,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Biocide Residual,10/21/2015,2015,,,,,,,,,472
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Bacteria,10/21/2015,2015,,,,,,,0,2,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2928,0.09,,,,
"Hanston Station, Launcher to Larned Jct. -WaterTrap",ROZEL TO LARNED,Biocide Residual,10/21/2015,2015,,,,,,,,,472
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2925,0.64,,,,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/21/2015,2015,,,,,,,5,5,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/21/2015,2015,,,,,,,,,9
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/21/2015,2015,,,,,,,5,5,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2925,0.64,,,,
Haven Sta. to Arlington Jct. receiver  -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/21/2015,2015,,,,,,,,,8.97
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/21/2015,2015,4/24/2015,10/21/2015,180,D2921,0.06,,,,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/21/2015,2015,,,,,,,1,2,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/21/2015,2015,,,,,,,,,1215
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Bacteria,10/21/2015,2015,,,,,,,1,2,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Corrosion Coupon,10/21/2015,2015,4/24/2015,10/21/2015,180,D2921,0.06,,,,
Haven Sta. to Burrton Sta. receiver -WaterTrap,ARLINGTON-BURRTON,Biocide Residual,10/21/2015,2015,,,,,,,,,1215
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2926,0.28,,,,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Bacteria,10/21/2015,2015,,,,,,,0,1,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Biocide Residual,10/21/2015,2015,,,,,,,,,452
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Bacteria,10/21/2015,2015,,,,,,,0,1,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2926,0.28,,,,
Hudson Sta. to Arlington Jct. receiver -WaterTrap,HUDSON TO ARLINGTON TRUNK,Biocide Residual,10/21/2015,2015,,,,,,,,,452
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2927,0.72,,,,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Bacteria,10/21/2015,2015,,,,,,,2,4,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Biocide Residual,10/21/2015,2015,,,,,,,,,5.62
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Bacteria,10/21/2015,2015,,,,,,,2,4,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2927,0.72,,,,
Larned Jct. to Hudson receiver -WaterTrap,LARNED TO HUDSON TRUNK,Biocide Residual,10/21/2015,2015,,,,,,,,,5.62
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Corrosion Coupon,10/21/2015,2015,4/24/2015,10/21/2015,180,D2586,0.1,,,,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Bacteria,10/21/2015,2015,,,,,,,1,1,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Biocide Residual,10/21/2015,2015,,,,,,,,,470
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Bacteria,10/21/2015,2015,,,,,,,1,1,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Corrosion Coupon,10/21/2015,2015,4/24/2015,10/21/2015,180,D2586,0.1,,,,
Lyons Sta. to Burrton Sta. receiver -WaterTrap,LYONS TO BURRTON TRUNK,Biocide Residual,10/21/2015,2015,,,,,,,,,470
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2931,0.13,,,,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Bacteria,10/21/2015,2015,,,,,,,0,1,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Biocide Residual,10/21/2015,2015,,,,,,,,,466
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Bacteria,10/21/2015,2015,,,,,,,0,1,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2931,0.13,,,,
"Riverside Sta. to Weiland Jct. (1) 4"" receivers -WaterTrap",RIVERSIDE LINE 1,Biocide Residual,10/21/2015,2015,,,,,,,,,466
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2930,0.2,,,,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Bacteria,10/21/2015,2015,,,,,,,0,1,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Biocide Residual,10/21/2015,2015,,,,,,,,,478
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Bacteria,10/21/2015,2015,,,,,,,0,1,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2930,0.2,,,,
"Riverside Sta. to Weiland Jct. (2) 4"" receivers -WaterTrap",RIVERSIDE LINE 2,Biocide Residual,10/21/2015,2015,,,,,,,,,478
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Corrosion Coupon,10/21/2015,2015,4/23/2015,10/21/2015,181,D2922,0.22,,,,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Bacteria,10/21/2015,2015,,,,,,,,,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Biocide Residual,10/21/2015,2015,,,,,,,,,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Bacteria,10/21/2015,2015,,,,,,,N/A,N/A,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Corrosion Coupon,10/21/2015,2015,4/23/2015,10/21/2015,181,D2922,0.22,,,,
So. Hutch to Haven Sta. receiver -WaterTrap,SOUTH HUTCH,Biocide Residual,10/21/2015,2015,,,,,,,,,N/A
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Corrosion Coupon,10/21/2015,2015,4/22/2015,10/21/2015,182,D2929,0.21,,,,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Bacteria,10/21/2015,2015,,,,,,,0,1,
"Wieland 6"" -WaterTrap",WEILAND TO HANSTON,Biocide Residual,10/21/2015,2015,,,,,,,,,472
